batch_size,lr,optimizer,model,model_params,mixup_alpha,smoothing_prob,num_params,best_val_acc_mean,best_val_acc_std,final_val_acc_mean,final_val_acc_std,test_acc_mean,test_acc_std
32,0.0007,adam,CustomResNet1D,{'input_channels': 60},0.0,0.5,1906068,0.99,0.0,0.97667,0.01155,0.94667,0.01155
32,0.0007,adam,CustomResNet1D,{'input_channels': 60},0.4,0.0,1906068,0.99,0.0,0.97333,0.02887,0.85,0.01732
32,0.0007,adam,CustomResNet1D,{'input_channels': 60},0.4,0.5,1906068,0.99,0.0,0.98333,0.01155,0.92,0.04583
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.2}",0.0,0.0,99860,0.95333,0.01155,0.94333,0.01528,0.91333,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.2}",0.0,0.5,99860,0.97333,0.01528,0.97333,0.01528,0.94333,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.2}",0.4,0.0,99860,0.95667,0.01528,0.91667,0.05033,0.92333,0.02082
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.2}",0.4,0.5,99860,0.96667,0.00577,0.95333,0.01155,0.92,0.01732
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.5}",0.0,0.0,99860,0.95,0.01732,0.93667,0.00577,0.92667,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.5}",0.0,0.5,99860,0.98333,0.01155,0.97,0.01732,0.92333,0.03215
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.5}",0.4,0.0,99860,0.94667,0.03215,0.93333,0.03055,0.89667,0.02887
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': False, 'dropout': 0.5}",0.4,0.5,99860,0.96667,0.00577,0.93667,0.03512,0.93333,0.03055
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.2}",0.0,0.0,199700,0.93667,0.02517,0.91,0.03,0.92667,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.2}",0.0,0.5,199700,0.98333,0.01155,0.98333,0.01155,0.95333,0.01155
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.2}",0.4,0.0,199700,0.93667,0.00577,0.91333,0.01528,0.87667,0.03512
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.2}",0.4,0.5,199700,0.94667,0.02082,0.92,0.03464,0.92,0.01732
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.5}",0.0,0.0,199700,0.96333,0.02517,0.94333,0.04509,0.92667,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.5}",0.0,0.5,199700,0.96333,0.00577,0.94667,0.01155,0.93667,0.00577
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.5}",0.4,0.0,199700,0.95333,0.02082,0.92333,0.02082,0.91,0.03
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 1, 'bidirectional': True, 'dropout': 0.5}",0.4,0.5,199700,0.92667,0.01528,0.90667,0.00577,0.91333,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.2}",0.0,0.0,231956,0.96,0.01732,0.93667,0.03055,0.88333,0.01528
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.2}",0.0,0.5,231956,0.97667,0.01155,0.96667,0.00577,0.88667,0.03215
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.2}",0.4,0.0,231956,0.97667,0.01155,0.96333,0.00577,0.93,0.0
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.2}",0.4,0.5,231956,0.98333,0.01155,0.96333,0.02517,0.92333,0.02082
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.5}",0.0,0.0,231956,0.97,0.01732,0.95333,0.02082,0.89333,0.02082
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.5}",0.0,0.5,231956,0.99,0.0,0.97333,0.01528,0.90667,0.00577
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.5}",0.4,0.0,231956,0.99,0.0,0.98333,0.01155,0.91,0.03464
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': False, 'dropout': 0.5}",0.4,0.5,231956,0.99,0.0,0.98333,0.01155,0.91,0.0
32,0.0007,adam,LSTM_HumanFi,"{'input_dim': 60, 'hidden_dim': 128, 'num_layers': 2, 'bidirectional': True, 'dropout': 0.2}",0.0,0.0,594964,0.96,0.03,0.93333,0.05508,0.89333,0.02082
